avg_long_ret_4h,avg_short_ret_4h,avg_combo_ret_4h,avg_long_hit_rate,avg_short_hit_rate
0.018777120494369092,0.012665221344491023,0.015721170919430056,0.35000000000000003,0.46388888888888885
