avg_long_ret_4h,avg_short_ret_4h,avg_combo_ret_4h,avg_long_hit_rate,avg_short_hit_rate
0.02511910349098303,0.034857840283339124,0.029988471887161076,0.3666666666666667,0.3333333333333333
